prompt_id,raw_prompt,subject_type,environment,lighting_style,camera_type,focal_length,film_stock,mood,tags,source,quality_score
48,"{""meta"":{""camera"":""iPhone 17 Pro"",""lens"":""24mm wide"",""aspect_ratio"":""3:4"",""style"":""3AM rooftop video screenshot"",""quality"":""raw iphone realism""},""scene"":{""location"":""city rooftop above nightclub"",""time"":""3:06 AM"",""lighting_temperature"":""cool city neon + soft flash fill""},""composition"":{""frame_type"":""paused mid-spin chaotic frame"",""imperfections"":[""heavy motion blur"",""wind-blown hair streaks"",""neon flare"",""slight overexposure""]},""subjects"":[{""identity_lock"":""asian slim thick"",""pose"":""turning toward camera mid-spin"",""expression"":""intense eye contact"",""outfit"":""midnight blue bodycon dress, thin straps""},{""identity_lock"":""curvy brunette hourglass"",""pose"":""laughing, head thrown back"",""expression"":""carefree chaotic energy"",""outfit"":""black cropped knit top, low-rise dark jeans""},{""identity_lock"":""tattooed alternative extreme hourglass"",""pose"":""leaning on railing"",""expression"":""slow smirk, controlled dominance"",""outfit"":""deep burgundy latex mini dress, platform boots""}],""photography"":{""flash"":""subtle fill flash"",""grain"":""strong low-light grain"",""video_ui"":""time stamp faintly visible top corner""}}",animal,outdoor,neon,smartphone,24mm,cinestill_800t,dramatic,"fashion,night,urban,vintage",collected,8.2
49,"{""image_type"":""fashion editorial style indoor photograph"",""resolution_target"":""8K"",""aspect_ratio"":""vertical portrait"",""camera_framing"":{""shot_type"":""full body portrait"",""camera_angle"":""slightly below eye level"",""camera_orientation"":""vertical"",""subject_position"":""center-right of frame"",""depth_of_field"":""moderately shallow, background slightly soft""},""subject"":{""type"":""adult woman"",""pose"":{""body_orientation"":""standing upright"",""torso_direction"":""slightly angled left"",""head_direction"":""turned left looking away from camera"",""left_arm"":""extended downward holding handbag"",""right_arm"":""bent with hand placed in trouser pocket"",""legs"":""straight relaxed stance""},""hair"":{""color"":""brown"",""style"":""low messy bun"",""loose_strands"":""visible strands falling around face""},""face_visibility"":""side profile partially visible"",""earrings"":""small drop earrings""},""clothing"":{""top"":{""type"":""long sleeve blouse"",""color"":""deep burgundy"",""fabric_appearance"":""smooth matte fabric"",""design_details"":[""large draped ruffle detail across chest"",""asymmetrical fold near neckline"",""sleeves pushed up slightly to forearm""]},""bottom"":{""type"":""high waist wide leg trousers"",""color"":""light beige"",""features"":[""double front pleats"",""belt loops"",""structured tailored waistband"",""loose straight wide leg cut""]}},""accessories"":{""handbag"":{""type"":""structured handbag"",""color"":""burgundy"",""shape"":""rectangular"",""handle"":""short top handle"",""material_appearance"":""smooth leather-like surface"",""held_in"":""left hand""}},""environment"":{""setting"":""modern minimalist indoor living space or studio"",""floor"":""smooth light concrete or stone floor"",""background_elements"":[""light colored sofa"",""arched wall opening"",""large vertical white curtains"",""indoor plant with thin branches and small leaves"",""side table behind subject"",""dark handbag placed on table"",""minimalist chair with thin metal legs"",""large studio softbox light visible at top of frame""]},""lighting"":{""type"":""soft natural style lighting"",""direction"":""coming from left side of frame"",""shadows"":""soft elongated shadows on floor"",""quality"":""diffused, gentle highlights""},""color_palette"":[""burgundy"",""beige"",""cream"",""soft gray"",""light brown"",""neutral tones""],""composition"":{""style"":""clean minimal fashion photography"",""visual_balance"":""subject foreground with airy background"",""negative_space"":""open space on left side of frame"",""lines_and_shapes"":[""arched architectural opening"",""vertical curtain lines"",""wide trousers creating vertical flow""]},""image_quality_descriptors"":[""ultra detailed"",""sharp clothing textures"",""soft natural light"",""editorial fashion photography"",""high dynamic range"",""8K ultra high resolution""]}",person,studio,soft,dslr,50mm,portra_400,moody,"cinematic,fashion,female,portrait,studio",collected,8.8
50,"{""meta"":{""camera"":""iPhone 17 Pro Max"",""lens"":""35mm"",""aspect_ratio"":""3:4"",""style"":""late night iphone candid"",""quality"":""ultra photorealistic"",""time_of_day"":""1:18 AM"",""lighting_temperature"":""cool fridge light + warm ceiling mix"",""natural_mobile_hdr"":true,""handheld_realism"":true},""character_lock"":{""ethnicity"":""Asian (Korean/Japanese mix)"",""face"":""sharp jawline, glossy lips"",""body"":""slim thick, tight waist, round hips"",""hair"":""jet black high ponytail slightly loosened""},""scene"":{""location"":""kitchen, fridge door open"",""background"":""dark kitchen, fridge light illuminating body""},""pose"":{""position"":""standing sideways, one hand holding fridge door"",""expression"":""caught off guard smirk"",""camera_angle"":""slightly low, candid friend shot""},""outfit"":{""top"":""thin black ribbed tank top, braless, soft stretch fabric"",""bottom"":""low-rise satin pajama pants, dark navy, relaxed fit""},""details"":{""lighting_effect"":""fridge light creating highlights on collarbones"",""skin_texture"":""realistic shine and pores"",""grain"":""subtle low-light grain""}}",animal,indoor,low_light,smartphone,35mm,portra_400,moody,"fashion,night,vintage",collected,8.2
51,"Photorealistic vertical shot, captured on iPhone. Night scene at a gas station. Urban fuel station under bright white canopy light with a thin red neon strip along the edge. Deep black night sky with faint city glow in the distance. Concrete pavement with subtle oil stains and realistic texture, softly lit shadows.

Lamborghini SVJ Roadster positioned rear-first toward the camera, angled aggressively. Large rear wing clearly visible, butterfly doors slightly open (driver’s side). Fuel nozzle inserted into the side air intake (on the flank). Sharp body lines catching harsh overhead light, creating strong reflections and highlights on the turquoise-blue paint.

Main subject stands next to the car, casually holding the fuel nozzle in one hand. All-black outfit: sleeveless black button-up shirt with gold hardware and chest pockets, tucked into wide black trousers. Minimalist black leather belt with gold buckle. Confident, slightly cocky urban stance — relaxed lean, direct but nonchalant gaze slightly toward camera, exuding quiet control and street-edge energy.

Lighting: harsh mixed sources — strong top-down from canopy + subtle side ambiance from city lights. Intense specular highlights on car paint, skin lightly catching artificial glow. Visible fine grain for realism, no heavy color grading or over-processing.

Composition: mild wide-angle lens distortion (natural perspective warp), spontaneous framing, subject feels organically placed in the scene. Lamborghini dominates visually but remains balanced. Mood — raw nocturnal realism, elegant chaos, controlled power, subtle danger.

**Critical restriction:** The face must remain 100% identical to the reference/previous photo — exact facial structure, proportions, skin texture. No beautification, no smoothing, no alteration of facial features whatsoever.",animal,outdoor,neon,smartphone,24mm,cinestill_800t,dramatic,"fashion,night,urban,vintage",collected,8.0
52,"{""meta"":{""quality"":""ultra_photorealistic, raw style, 8k"",""camera"":""iPhone 15 Pro Max"",""lighting"":""dim hallway ambient + warm focused locker light"",""style"":""high-fashion streetwear editorial"",""aspect_ratio"":""9:16""},""scene"":{""location"":""long American high school hallway, red metal lockers, reflective linoleum floor"",""atmosphere"":""nostalgic, chic""},""subject"":{""primary"":{""name"":""Sabrina Carpenter"",""description"":""young blonde, long voluminous blonde hair"",""face"":""confident direct gaze over shoulder, subtle knowing smile"",""body"":""realistic natural proportions"",""outfit"":""cream-black-rose tweed cardigan over pastel pink top, burgundy houndstooth plaid mini-skirt, white thigh-high stockings, rose-gold platform Mary Jane heels with black star appliqués"",""accessory"":""light pink furry tablet sleeve with pins and stickers"",""pose"":""leaning forward into open red locker, left arm reaching inside, right hand holding tablet, looking back at camera""},""secondary"":{""name"":""Scarlett Johansson"",""description"":""young blonde, long blonde hair"",""face"":""relaxed confident expression, looking toward primary / camera"",""body"":""realistic natural proportions"",""outfit"":""soft peach-white tweed cardigan over ivory tank, coral houndstooth plaid mini-skirt, white thigh-high stockings, peach platform Mary Jane heels with black star appliqués"",""pose"":""standing casually, back against locker, hands on waist, observing""},""locker_detail"":""open red locker with collage: taped Brad Pitt photo, Polaroids, ticket stubs, notes, pins, small graffiti 'Love'""},""composition"":""vertical full-body shot, sharp focus on primary subject + outfit/locker details, secondary in clear supporting focus, soft distant hallway, filmic grain, flash highlights textures""}",animal,outdoor,natural,smartphone,50mm,portra_400,nostalgic,"cinematic,fashion,vintage",collected,8.8
53,"{""image_description"":""High-angle fisheye-style street portrait of Yuqi from (G)I-DLE at Shibuya Crossing, Tokyo, cosplaying as Lightning (FFXIII/FFVII crossover style)."",""subject"":{""appearance"":""Yuqi, a young East Asian woman with round doll-like face, large expressive eyes, and cute button nose. Dusty pink wavy hair with wispy see-through bangs, pale skin, and soft reddish lip tint."",""pose"":""Leaning forward toward a low-placed camera, creating a foreshortened perspective; hands behind back, looking directly into lens."",""outfit"":{""outerwear"":""Cropped dark purple leather biker jacket, metallic silver shoulder panels, silver metallic hardware, zippers, and studs (Lightning-inspired palette)."",""top"":""Purple and white graphic-print fitted top, high contrast, tucked into skirt."",""bottom"":""Black tiered lace mini skirt, ruffled edges, worn over sheer black tights."",""footwear"":""Chunky black mid-calf boots, faux fur trim at the top, thick laces, heavy platform soles.""}},""setting"":{""location"":""Shibuya Crossing, Tokyo, Japan. Wide-angle view showing the scramble intersection."",""background_elements"":[""IKEA blue/yellow sign"",""Starbucks and Tsutaya building"",""Rakuten and DMM billboards"",""Seibu department store sign"",""Densely packed crowd"",""Yellow tactile paving""],""lighting"":""Bright, direct afternoon sunlight from the upper right, casting sharp, long diagonal shadows.""},""technical_parameters"":{""camera"":""Ultra-wide 12mm lens, fisheye distortion, deep depth of field (f/8), high-angle 'POV' shot looking down."",""aspect_ratio"":""9:16"",""prompt"":""Ultra-wide fisheye high-angle shot of Yuqi from (G)I-DLE leaning into the camera at Shibuya Crossing. She cosplays Lightning in a purple leather jacket with silver accents, lace mini skirt, and platform boots. Chaotic sun-drenched Tokyo background, 8k resolution, cinematic street photography, hyper-detailed, 9:16 aspect ratio.""}}",person,outdoor,dramatic,dslr,12mm,portra_400,moody,"cinematic,fashion,female,portrait,travel,urban",collected,9.0
54,"A hyper-realistic iPhone photo taken in Yosemite National Park. Rosé stands in the foreground, turning her body slightly to the side while looking back at the camera with a bright, energetic smile. She has a slim face, defined jawline, and her signature blonde hair flowing from under the hood. Outfit: cropped technical sage green hiking jacket (hood down), black fitted shorts, white socks, rugged Salomon trail shoes, sporty Oakley glasses. The stance feels spontaneous, mid-moment but grounded. Behind her: massive dramatic Yosemite peaks — iconic granite cliffs, such as El Capitan and Half Dome, rising high into the sky. Wide alpine valley, scattered pine and larch trees, rocky pale gravel terrain underfoot. The mountains feel huge and imposing, clearly recognizable as Yosemite — layered rock faces, steep walls, cinematic depth. Shot on iPhone, natural daylight, slightly imperfect framing. Subtle wide-angle distortion. Natural skin texture. Light wind slightly moving fabric. Lighting: cool alpine daylight, crisp shadows, realistic highlights on the rocks. No cinematic over-stylization. Real hiking trip energy. Her face must remain 100% identical to Rosé — exact facial structure, proportions, skin texture. No beautification, no facial alteration. Mood: strong, outdoorsy, slightly chaotic mountain moment — authentic alpine realism. --ar 9:16",animal,outdoor,natural,smartphone,24mm,portra_400,dramatic,"cinematic,fashion,landscape,nature",collected,8.8
55,"A stunning mirror selfie of Ana de Armas in a modern bathroom, capturing her full upper body and face. She has long, soft wavy blonde hair styled with loose romantic waves and a cute high voluminous messy bun on top. She’s wearing subtle but striking makeup: smoky dark teal/gray eyeshadow with sharp winged eyeliner, long lashes, flushed cheeks, and glossy pink-coral lips. She’s taking the selfie with an iPhone 14 Pro / 15 Pro (black camera module with gold accents visible). She’s dressed in a delicate off-shoulder open-knit white crochet cardigan slipping down one shoulder, revealing a thin black lace camisole / bralette underneath that shows a hint of cleavage. Natural indoor bathroom lighting with warm and cool tones mixing, soft curtain in the background, casual yet seductive vibe, high detail, realistic skin texture, intimate close-up mirror shot.",person,indoor,low_light,smartphone,85mm,portra_400,moody,portrait,collected,8.0
56,"{""style"":{""genre"":""studio fashion photography"",""aesthetic"":""minimalist high-fashion editorial"",""quality"":""ultra realistic, high detail, 8k, sharp focus"",""lighting_style"":""soft studio lighting, diffused key light, subtle shadows"",""color_grading"":""neutral tones, soft skin highlights""},""character_identity"":{""source"":""reference_image"",""description"":""use the uploaded reference image as the person's face and identity"",""gender_presentation"":""female"",""age_range"":""young adult"",""body_type"":""fit, curvy, toned legs, slim waist"",""face_consistency"":""high""},""reference_control"":{""face_reference"":""PRIMARY"",""identity_strength"":""strong"",""allow_style_changes"":true,""preserve_face_features"":true},""hair"":{""color"":""deep black"",""length"":""very long"",""style"":""loose, voluminous, slightly wavy"",""placement"":""flowing down the back and side"",""texture"":""smooth and glossy""},""accessories"":{""earrings"":""small gold hoop earrings"",""other_accessories"":""none""},""face_features"":{""makeup"":""soft glam makeup"",""skin"":""smooth glowing skin"",""lips"":""full lips, nude gloss"",""eyes"":""defined eyeliner and mascara"",""eyebrows"":""well-shaped natural brows""},""gaze"":{""direction"":""slightly toward camera"",""expression"":""sensual, confident, relaxed""},""mood"":{""vibe"":""confident, sensual, elegant"",""energy"":""calm, poised""},""clothing"":{""type"":""one-piece bodysuit"",""color"":""black"",""material"":""stretch fabric"",""design"":""minimalist sleeveless bodysuit with asymmetrical strap detail"",""fit"":""tight fitted""},""pose"":{""body_position"":""kneeling on the floor"",""legs"":""folded under the body, sitting on heels"",""torso"":""upright with slight arch in the back"",""arms"":""both arms raised with hands placed behind the head"",""head"":""tilted slightly back and to the side""},""camera"":{""angle"":""three-quarter side angle"",""framing"":""full body portrait"",""lens"":""85mm portrait lens"",""focus"":""sharp focus on subject"",""depth_of_field"":""shallow to moderate""},""composition"":{""subject_position"":""centered"",""orientation"":""vertical portrait"",""crop"":""full body visible with slight space around subject""},""background"":{""type"":""studio backdrop"",""color"":""light neutral gray"",""texture"":""smooth seamless background"",""environment"":""minimalist photography studio""},""lighting"":{""key_light"":""softbox from front-left"",""fill_light"":""soft fill from front-right"",""rim_light"":""very subtle rim light from behind"",""shadow"":""soft natural shadow under body""},""render_settings"":{""resolution"":""high resolution"",""detail_level"":""hyper-detailed skin and fabric"",""photorealism"":""high photorealistic quality""}}",person,studio,soft,dslr,85mm,portra_400,nostalgic,"cinematic,fashion,female,portrait,studio",collected,9.0
57,"Ultra-realistic high fashion studio beauty portrait of a young adult woman, tight framed beauty shot from upper chest to top of head, centered composition, photographed with a professional full-frame camera using an 85mm portrait lens, f/4, shallow depth of field but entire face sharply in focus, extremely high detail 8k texture fidelity.

The woman has light warm beige skin with a golden peach undertone, smooth luminous complexion with soft studio highlights. Her face shape is oval with softly defined jawline, high subtly contoured cheekbones, and a small rounded chin.

Her eyes are light green-gray, almond shaped, looking directly into the camera with a calm confident slightly seductive gaze. She has long thick curled eyelashes, soft brown winged eyeliner, and neutral warm beige and taupe gradient eyeshadow.

Her eyebrows are arched, precisely groomed, medium-full density, light brown matching the hair color.

Her nose is slim with a straight bridge and a softly rounded tip.

Her lips are full and symmetrical with a defined cupid’s bow, colored soft nude beige pink with a glossy hydrated shine, lips slightly parted.

Her cheeks have warm peach blush with subtle champagne highlight on the cheekbones.

Her hair is light ash blonde, styled in a sleek tight high bun with a clean center part, hair perfectly smoothed with a polished glossy finish and no flyaways.

Pose: the woman rests her chin lightly on the back of her right hand, while her left arm crosses under and touches the opposite shoulder, elegant beauty pose.

Her nails are short almond shaped with pale nude pink manicure.

Accessories: large chunky polished gold hoop earrings, highly reflective yellow gold finish. Multiple thick gold bangles stacked on the left arm, and three large polished gold cuff bracelets on the right arm, bold luxury jewelry style with mirror-polished gold surfaces.

Clothing is minimal and mostly hidden, appearing like a strapless neutral toned top barely visible.

Lighting is soft professional beauty studio lighting, diffused frontal key light with gentle fill lighting to eliminate harsh shadows, producing smooth luminous skin and elegant highlights.

Background is a clean seamless light neutral gray-beige studio backdrop, minimalist with no objects.

Foreground includes a smooth white table surface where her arms rest, with a very subtle soft reflection.

Color grading is soft neutral luxury editorial tone, photorealistic rendering, extremely high detail in skin texture, facial features, and reflective gold jewelry, crisp sharp focus.

Aspect ratio 3:4 portrait.",person,studio,soft,dslr,85mm,portra_400,dramatic,"cinematic,fashion,female,portrait,studio",collected,9.0
58,"{""meta"":{""quality"":""ultra_photorealistic, raw style, 8k"",""camera"":""iPhone 15 Pro Max, 35mm focal length"",""lighting"":""Bright ambient daylight from massive floor-to-ceiling windows, complemented by warm interior accent lights, creating a high-gloss, luminous, and dewy sheen on the skin."",""style"":""High-fashion editorial, luxury lifestyle photography"",""aspect_ratio"":""9:16""},""scene"":{""location"":""A modern luxury hotel suite with expansive floor-to-ceiling glass windows overlooking a vast metropolitan cityscape under a soft, overcast sky. In the foreground, a dining table is covered with a clean cream-colored tablecloth, featuring large, lush bouquets of hot pink and soft pink roses."",""atmosphere"":""Opulent, chic, and sophisticated.""},""subject"":{""gender"":""female"",""name"":""Sabrina Carpenter"",""body"":{""type"":""Naturally proportioned and athletic figure with a polished, radiant skin tone.""},""face"":{""features"":""Distinctive facial features, bright blue eyes, and long voluminous blonde hair styled with a thin black fabric headband. Her complexion is flawless, dewy, and glowing."",""expression"":""Poised, direct, and self-assured gaze towards the lens.""},""outfit"":{""description"":""A tailored white satin strapless mini-dress with a structured bodice and a subtle lingerie-inspired trim. On her feet, she wears light pink satin stiletto heels adorned with delicate, soft fluffy feather details."",""fit"":""Sleek, form-fitting, and elegant."",""accessory"":""A white quilted designer handbag with a gold logo sits on the table. She wears a delicate gold chain necklace, small gold hoop earrings, and a diamond ring on her right hand.""},""pose"":""Seated on a contemporary grey upholstered chair, positioned at a slight angle. Her left leg is elegantly crossed over her right, highlighting the smooth, moisturized, and highly radiant texture of her legs. Her right arm is raised, with her fingers delicately resting on the rim of a crystal cocktail glass filled with a pink beverage.""},""composition"":""Medium full-body shot. Sharp focus on Sabrina Carpenter, emphasizing the luminous and polished skin texture on her arms and legs. The white satin of the dress and the vibrant pink of the roses are captured with high contrast and detail. The background city view through the windows provides depth with a soft, natural blur.""}",person,indoor,dramatic,smartphone,35mm,portra_400,nostalgic,"cinematic,fashion,female,urban",collected,9.0
59,"{""subject"":""A young woman with a tanned complexion, long straight dark brown hair parted down the middle, and light hazel-green eyes. She wears a dark blue, denim-textured two-piece set featuring white lace trim. The top is a structured underwire bralette with thick white lace-trimmed straps and sheer white lace paneling across the upper cups. The bottoms are high-cut, V-shaped bikini style with small white lace ruffles at the hips. She is accessorized with a delicate gold chain necklace with a small round pendant and small gold hoop earrings. Her anatomy features a slim waist, prominent wide hips, and a full, heavy bust that shows natural gravity, clear forward and outward projection, strictly preserving the exact proportions and soft tissue asymmetry of the reference image."",""pose"":""Seated casually on the edge of a light blue painted surface. Her body is angled slightly toward the left while her shoulders remain mostly frontal. Her right arm rests downward with her hand softly touching the blue surface near her upper thigh. Her head is tilted very slightly down, with her gaze directed straight at the camera. Her posture is relaxed but upright, maintaining the exact spine curvature, hip angle, and weight distribution seen in the reference."",""environment"":""An indoor setting against a plain white wall. To the left of the subject, resting on the light blue surface, is a stack of several books. On top of the books sits a textured, translucent blue glass vase containing a dried floral arrangement with round yellow craspedia and pinkish-purple sprigs. Behind the vase is a tall, slender blue glass bottle holding a single pink floral sprig. Green plant leaves are visible at the bottom left corner."",""camera"":""Medium shot, framed from the mid-thighs up to just above the head. Eye-level perspective, maintaining strong three-dimensional depth without any wide-angle distortion, compression, or flattening of the subject's volume. Exact framing and angle as the reference."",""lighting"":""Soft, diffused natural daylight illuminating the subject from the left side, creating gentle, realistic gradients and soft shadows on the right side of her face, torso, and the background wall. The lighting highlights realistic skin textures, pores, and natural subsurface scattering without any artificial smoothing."",""mood_and_expression"":""Calm, relaxed, and natural. Her expression is neutral with closed lips and a soft, confident, engaging gaze directly at the viewer."",""style_and_realism"":""Ultra-realistic, high-fidelity photographic realism. Precise physical accuracy to the reference. No airbrushing, no beauty filters, no stylized realism, and no artificial skin smoothing."",""colors_and_tone"":""Natural, accurate color palette. Warm tanned skin tones, deep navy blue denim textures, crisp white lace, light blue painted furniture, and subtle yellow and pink accents in the flowers. Original contrast, saturation, and dynamic range are preserved without recoloring."",""quality_and_technical_details"":""High resolution, sharp focus on the subject's face and attire, highly detailed textures including the denim weave, delicate lace, glass vase reflections, book spines, and skin micro-details. Zero artifacts."",""aspect_ratio_and_output"":""3:4"",""controlnet"":{""pose_control"":{""model_type"":""OpenPose"",""purpose"":""Exact skeletal and pose lock"",""constraints"":[""preserve shoulder width"",""preserve hip angle"",""preserve spine curvature"",""preserve limb placement""],""recommended_weight"":0.95},""depth_control"":{""model_type"":""ZoeDepth"",""purpose"":""Depth, volume, and camera-to-body spatial lock"",""constraints"":[""preserve chest foreground dominance if present"",""prevent flat or compressed depth"",""maintain clear torso-to-background separation""],""recommended_weight"":0.8}},""negative_prompt"":{""forbidden_elements"":[""anatomy normalization"",""body proportion averaging"",""smaller bust than reference"",""reduced chest volume"",""flattened or compressed breasts"",""tightened, lifted, or artificially supported breasts"",""slimmed torso"",""aesthetic proportion correction"",""beauty standard enforcement"",""dataset-average female anatomy"",""camera angles that reduce volume"",""wide-angle distortion not in reference"",""lens compression not in reference"",""cropping that removes volume"",""depth flattening"",""mirror selfies"",""phone-in-hand selfies"",""reflections"",""beautification filters"",""skin smoothing"",""plastic skin"",""airbrushed texture"",""stylized realism"",""editorial fashion proportions"",""more realistic reinterpretation"",""naturalization of prominent features""]}}",person,indoor,soft,smartphone,24mm,portra_400,moody,"fashion,female,nature,swimwear",collected,8.3
60,"{""metadata"":{""image_type"":""photograph"",""primary_purpose"":""social media/lifestyle""},""composition"":{""rule_applied"":""rule of thirds"",""aspect_ratio"":""4:5"",""layout"":""multi-element"",""focal_points"":[""Man's face and upper torso in the black suit"",""Rear section and taillight of the champagne Range Rover""],""visual_hierarchy"":""Eye starts at the illuminated face of the subject, moves down his dark suit, tracks right along the metallic lines of the car, and then follows the warm lights back to the modern house architecture."",""balance"":""asymmetric - the heavy visual weight of the man on the left is balanced by the bulk of the vehicle and the bright architectural lighting on the right""},""color_profile"":{""dominant_colors"":[{""color"":""Deep Black"",""hex"":""#0D0D0D"",""percentage"":""25"",""role"":""primary subject""},{""color"":""Champagne Gold"",""hex"":""#D1C6B4"",""percentage"":""30"",""role"":""secondary subject (car)""},{""color"":""Warm Amber/Beige"",""hex"":""#E8CBAA"",""percentage"":""20"",""role"":""background illumination""},{""color"":""Dark Warm Grey"",""hex"":""#3A3632"",""percentage"":""15"",""role"":""foreground pavement""}],""color_palette"":""analogous with monochromatic contrast (warm golds/browns contrasting against stark black)"",""temperature"":""warm"",""saturation"":""moderate"",""contrast"":""high contrast""},""lighting"":{""type"":""mixed"",""source_count"":""multiple sources - overhead spotlights in canopy, ambient LED architectural strips on house, distant street/ambient lighting"",""direction"":""top from overhead canopy, back/ambient from house"",""directionality"":""moderately directional"",""quality"":""dramatic"",""intensity"":""moody"",""contrast_ratio"":""high contrast (dramatic shadows)"",""mood"":""sophisticated"",""shadows"":{""type"":""harsh defined edges directly under the vehicle and man"",""density"":""deep black"",""placement"":""cast directly downwards onto the pavement under the car and subject"",""length"":""short""},""highlights"":{""treatment"":""specular"",""placement"":""on the metallic side panels of the car, on the subject's forehead/nose, and glowing edges of the house""},""ambient_fill"":""present"",""light_temperature"":""warm (golden)""},""technical_specs"":{""medium"":""digital photography"",""style"":""realistic"",""texture"":""smooth"",""sharpness"":""tack sharp"",""grain"":""digital noise - low level due to night photography ISO compensation"",""depth_of_field"":""medium"",""perspective"":""straight on""},""artistic_elements"":{""genre"":""portrait/lifestyle"",""influences"":[""Luxury lifestyle photography"",""Automotive editorial""],""mood"":""confident"",""atmosphere"":""Opulent, calm, and exclusive night-time setting"",""visual_style"":""clean""},""typography"":{""present"":false,""fonts"":[],""placement"":""none"",""integration"":""none""},""subject_analysis"":{""primary_subject"":""A young adult male wearing a tailored all-black suit, standing casually"",""positioning"":""left"",""scale"":""full"",""interaction"":""interacting with environment - leaning against the vehicle"",""facial_expression"":{""mouth"":""closed smile"",""smile_intensity"":""subtle"",""eyes"":""direct gaze"",""eyebrows"":""neutral"",""overall_emotion"":""confident"",""authenticity"":""posed""},""hands_and_gestures"":{""left_hand"":""Tucked deep into the front left trouser pocket, only wrist and forearm visible"",""right_hand"":""Resting at waist level, tucked into the right jacket pocket or behind the jacket edge"",""finger_positions"":""Hidden in pockets, not visibly interacting with exterior elements"",""finger_interlacing"":""none"",""hand_tension"":""relaxed"",""interaction"":""hands concealed in pockets to create a relaxed, tailored silhouette"",""naturalness"":""deliberately posed""},""body_positioning"":{""posture"":""leaning"",""angle"":""facing camera"",""weight_distribution"":""shifted to the right leg, with the left leg crossed over the front"",""shoulders"":""level""}},""background"":{""setting_type"":""outdoor residential driveway under an architectural canopy"",""spatial_depth"":""deep"",""elements_detailed"":[{""item"":""Luxury SUV (Range Rover)"",""position"":""center"",""distance"":""midground"",""size"":""dominant"",""condition"":""pristine"",""specific_features"":""Champagne gold metallic paint, black lower trim, custom multi-spoke black and silver alloy wheels, black tinted windows""},{""item"":""Modern House Architecture"",""position"":""right"",""distance"":""background"",""size"":""dominant"",""condition"":""pristine"",""specific_features"":""Geometric multi-level design, large glass windows, warm LED strip lighting framing the structural edges""},{""item"":""Wooden Slatted Canopy"",""position"":""top"",""distance"":""foreground"",""size"":""large"",""condition"":""new"",""specific_features"":""Parallel dark wood slats with integrated round recessed spotlights""},{""item"":""Bird of Paradise plant"",""position"":""right"",""distance"":""background"",""size"":""medium"",""condition"":""thriving"",""specific_features"":""Large paddle-shaped green leaves illuminated by the house lighting""}],""wall_surface"":{""material"":""painted drywall/stucco"",""surface_treatment"":""smooth paint"",""texture"":""perfectly smooth"",""finish"":""matte"",""color"":""Warm beige/off-white under warm illumination"",""color_variation"":""gradient due to lighting"",""features"":""clean, framed by glowing LED light strips, modern double doors visible"",""wear_indicators"":""pristine residential""},""floor_surface"":{""material"":""concrete pavers/stone tile"",""color"":""Warm dark grey"",""pattern"":""grid pattern with dark grout/expansion lines""},""objects_catalog"":""Man in black suit, Champagne Range Rover with black wheels, Wooden slatted canopy with downlights, Modern luxury house with LED architectural lighting, Potted bird of paradise plant, Large stone floor pavers"",""background_treatment"":""sharp""},""generation_parameters"":{""prompts"":[""A high-end night lifestyle photograph of a handsome man in a tailored all-black suit leaning casually against a champagne-gold luxury SUV. He has short dark hair and a confident subtle smile, with his hands in his pockets and legs crossed. The scene is set in the driveway of a modern, ultra-luxury geometric mansion. The house features glowing warm LED strip lighting along its edges. Above the man and car is a modern wooden slatted canopy with recessed spotlights casting dramatic top-down light. The ground is made of large, pristine grey stone pavers. High contrast, warm ambient lighting, highly detailed."",""A cinematic night portrait of a male model in a black shirt and black suit, leaning on the rear quarter panel of a high-end metallic gold Range Rover. In the background, a spectacular modern residential home is illuminated with warm architectural lights. Foreground features an overhanging modern wood slat roof with downlights. Deep shadows, warm glowing highlights, photorealistic, shot on 35mm lens.""],""keywords"":[""luxury lifestyle"",""night photography"",""all-black suit"",""Range Rover"",""modern mansion"",""architectural lighting"",""confident posture""],""technical_settings"":""ISO 800, f/2.8, 1/60s, 35mm lens. Mixed lighting using practical architectural lights and overhead spots."",""post_processing"":""Color graded for warmth, rich blacks crushed slightly for contrast, highlights preserved to enhance metallic reflections on the vehicle.""}}",person,indoor,golden_hour,film_camera,35mm,portra_400,dramatic,"animal,cinematic,fashion,male,night,portrait",collected,9.0
